LOCUSTAG,SPECIES,FILENAME,CONTIG_COUNT,TOTAL_LENGTH,MIN,MAX,MEDIAN,MEAN,L50,N50,L90,N90,GC%,T2T_SCAFFOLDS,TELOMERE_FWD,TELOMERE_REV
Symat1,Blastobotrys attinorum,Symat1,14,14021155,1038,3722255,339025,1001511.07,2,3664047,5,1370840,43.59,0,0,0
Symko1,Symbiotaphrina kochii,Symko1,54,24834845,1062,2971423,8062,459904.54,6,2006159,13,965972,51.58,10,14,12
Synfus1,Syncephalis fuscata,Synfus1,371,29358178,1098,1005272,18310,79132.56,20,474633,139,23111,36.64,1,1,1
Synplu1,Syncephalis plumigaleata,Synplu1,438,32907727,1069,3046566,23104,75131.80,12,741312,211,23909,40.68,0,2,3
Synps1,Syncephalis pseudoplumigaleata,Synps1,3317,16269185,2000,95185,3334,4904.79,757,5884,2579,2417,55.85,0,2,0
Synrac1,Syncephalastrum racemosum,Synrac1,49,30745403,521,4845341,20734,627457.20,5,2374188,11,1474401,46.77,0,1,0
Talat1,Talaromyces atroroseus,Talat1,48,30858562,1644,3269259,113389,642886.71,7,1577698,17,602921,44.31,0,0,0
Talis1,Talaromyces islandicus,Talis1,116,34715840,2006,6192107,3628,299274.48,4,2353708,12,1121391,44.28,0,2,2
Talma1_2,Talaromyces marneffei,Talma1_2,452,28643865,205,6407042,969,63371.38,4,3339384,7,2025471,46.38,0,20,9
Talst1_2,Talaromyces stipitatus,Talst1_2,820,35685443,200,5640589,958,43518.83,4,4363329,9,1848503,45.90,0,12,6
Tapde1_1,Taphrina deformans,Tapde1_1,394,13364053,2001,244112,18210,33918.92,61,71906,203,17509,49.11,0,8,12
Terbo2,Terfezia boudieri,Terbo2,516,63234573,1001,2595390,12798,122547.62,24,779797,118,86094,42.84,0,4,3
Tercla1,Terfezia claveryi,Tercla1,1139,74471381,1012,1125574,18973,65383.13,85,227193,463,24748,44.80,0,2,2
TerJ132_1,Termitomyces sp.,TerJ132_1,2335,67296805,200,932855,521,28820.90,83,268512,270,61139,45.89,0,3,3
TerNC1134_1,Teratosphaeriaceae sp.,TerNC1134_1,192,31057076,1001,1726493,14131,161755.60,17,635141,50,198913,52.43,0,11,15
Ternu1,Teratosphaeria nubilosa,Ternu1,273,28443146,1010,1123105,51652,104187.35,34,239765,120,65854,52.17,1,15,12
Tescy1,Testicularia cyperi,Tescy1,95,20778962,1279,4064906,21240,218725.92,6,1344767,18,143288,56.10,1,7,2
Tetbla1,Henningerozyma blattae,Tetbla1,10,14048593,492930,2697332,1324051,1404859.30,4,1449145,8,956377,31.73,0,0,0
Tetpha1,Tetrapisispora phaffii,Tetpha1,17,12115070,14880,1377933,740259,712651.18,6,815984,14,432466,33.52,0,0,0
Thaele1,Thamnidium elegans,Thaele1,89,34252226,1022,2683069,138022,384856.47,12,916221,35,415964,33.07,0,0,0
Thasp1,Thamnocephalis sphaerospora,Thasp1,1385,18203817,2000,106818,7806,13143.55,237,23189,844,5506,56.02,0,0,0
Theau1,Thermoascus aurantiacus,Theau1,48,28490209,1007,3454837,10666,593546.02,5,2249591,13,932264,51.66,0,0,0
Thega1,Thelephora ganbajun,Thega1,1241,36335475,1006,807462,7794,29279.19,79,112856,454,13189,49.36,0,1,1
Thelan1,Thermomyces lanuginosus,Thelan1,311,19155516,301,479004,38182,61593.30,53,113553,181,31106,52.23,0,1,2
Themi1,Thelebolus microsporus,Themi1,66,27344100,1030,2144118,57840,414304.55,9,1187727,21,598943,50.96,0,0,1
Thest1,Thelebolus stercoreus,Thest1,379,26091195,300,1027732,6834,68842.20,27,303069,98,61973,50.22,0,0,2
Theter1,Thelephora terrestris,Theter1,76,40733037,1264,4572093,39310,535961.01,7,2109586,22,678599,51.40,0,1,3
Thipu1,Thielaviopsis punctulata,Thipu1,2315,28117660,201,479719,896,12145.86,87,92723,347,8502,47.93,0,2,6
Thite2,Thermothielavioides terrestris,Thite2,6,36912256,3570487,10101509,4786945,6152042.67,2,9477512,5,4396881,54.71,6,6,6
ThoPMI491_1,Thozetella sp.,ThoPMI491_1,194,72858336,1020,3118128,197962,375558.43,28,887635,90,230223,49.13,0,3,4
ThyNC0857_1,Penicillium sp.,ThyNC0857_1,20,25598829,3925,5184520,29726,1279941.45,3,4390189,6,3144010,46.09,0,0,0
Tilalb1,Robbauera albescens,Tilalb1,851,24473709,1001,247048,17518,28758.76,142,53595,461,14828,56.32,0,35,19
Tilan2,Tilletiaria anomala,Tilan2,289,18704010,1002,463366,32768,64719.76,43,127254,136,38015,56.03,0,10,8
Tilcar1,Tilletia caries,Tilcar1,2888,29540861,1000,203074,3710,10228.83,241,32675,1443,3713,56.14,0,8,2
Tilco1,Tilletia controversa,Tilco1,3586,28841097,1000,113829,4455,8042.69,551,14841,2148,3508,56.61,0,6,9
Tilin1,Tilletia indica,Tilin1,1665,30320672,1003,303331,3184,18210.61,109,83419,496,6883,54.45,0,8,8
Tillet1,Tilletiopsis sp.,Tillet1,53,27941152,4679,2318448,476944,527191.55,12,904999,27,476944,43.48,1,1,19
Tilwa1,Tilletiopsis washingtonensis,Tilwa1,38,18761941,1171,1093019,527913,493735.29,11,728438,24,410921,67.02,21,25,24
Tilwal1,Tilletia walkeri,Tilwal1,971,24286172,1010,260180,9511,25011.51,129,59500,437,12530,54.83,0,13,8
Tirniv1,Tirmania nivea,Tirniv1,421,63133441,1190,1760111,35236,149960.67,32,634062,145,66120,43.07,0,6,14
Tolca1,Tolypocladium capitatum,Tolca1,1325,22985095,301,167703,10082,17347.24,202,34296,656,10294,59.40,0,0,3
Tolinf1,Tolypocladium inflatum,Tolinf1,101,30348711,2308,3562345,46601,300482.29,8,1509745,29,164012,57.95,0,0,0
Tolop1,Tolypocladium ophioglossoides,Tolop1,171,31240685,1044,2309933,8972,182694.06,12,668222,45,174843,55.48,0,1,1
Tolpa1,Tolypocladium paradoxum,Tolpa1,1138,27610157,300,260449,3267,24262.00,116,79523,359,21739,57.90,0,2,4
Torde1,Torulaspora delbrueckii,Torde1,8,9220678,833973,1418021,1218070,1152584.75,4,1218070,7,946563,42.01,0,0,0
Torhe1,[Torrubiella] hemipterigena,Torhe1,26,28476206,1101,8525130,5368,1095238.69,2,6006343,6,1657838,50.51,0,0,0
Torra1,Torpedospora radiata,Torra1,96,33200036,1038,3340694,67236,345833.71,10,1296928,31,322980,56.59,0,1,3
Totfu1,Tothia fuscella,Totfu1,363,36781754,1025,1281276,16655,101327.15,34,321143,117,92906,46.09,0,8,1
Trabet1,Lenzites betulinus,Trabet1,115,37474905,5014,2249817,222020,325868.74,21,558866,63,184352,57.30,0,0,11
Trace1,Trametopsis cervina,Trace1,110,29819895,1007,2688868,31839,271089.95,10,984475,33,237156,51.69,2,5,4
Traci1,Trametes cingulata,Traci1,367,35002292,1019,2310541,4503,95374.09,16,677686,59,139423,57.29,0,5,6
Tragib1,Trametes gibbosa,Tragib1,103,33109328,6680,1765091,199613,321449.79,18,576393,56,154406,56.90,1,1,13
Traho1,Trachipleistophora hominis,Traho1,310,8498182,1887,311951,16152,27413.49,46,50307,169,12734,30.91,0,0,0
Tralac1,Cubamyces lactineus,Tralac1,44,36341856,3036,3280828,485278,825951.27,8,1669682,23,422557,55.86,0,0,10
Tralj1,Pilatotrama ljubarskyi,Tralj1,311,34004100,1001,1195923,26014,109337.94,29,327146,104,79946,56.41,0,0,0
Tramax1,Trametes maxima,Tramax1,53,36566397,3701,4408546,506401,689932.02,8,1843168,25,545622,56.64,0,1,15
Tramen1,Cubamyces menziesii,Tramen1,96,35218293,1582,1967934,186898,366857.22,16,664732,49,180240,55.84,0,0,7
Tramey1,Trametes meyenii,Tramey1,24,35370798,160848,5029576,1066384,1473783.25,6,1958456,18,808008,56.24,0,1,12
Trapol1,Trametes polyzona,Trapol1,33,34431392,5726,4362954,651252,1043375.52,6,2286399,16,841412,58.47,0,0,8
Trapub1,Trametes pubescens,Trapub1,1747,39759818,200,367072,6502,22758.91,157,72583,644,12556,57.48,0,0,5
Trave1,Trametes versicolor,Trave1,283,44794008,2008,5133840,2980,158282.71,7,2877891,13,2190487,55.23,0,2,7
Treen1,Naematelia encephala,Treen1,151,19786307,1872,1646047,87377,131035.15,27,209500,89,63617,49.30,0,0,18
Treme1,Tremella mesenterica,Treme1,45,28639919,1819,6012395,186952,636442.64,5,1622698,17,478769,45.67,0,1,0
Trepe1,Trematosphaeria pertusa,Trepe1,101,47745773,1005,5011004,16851,472730.43,8,2097757,24,640357,50.69,0,5,7
Triarc1,Phlyctochytrium arcticum,Triarc1,103,31548172,1102,2971897,93593,306292.93,12,855893,41,179682,48.46,0,0,0
Triaru1,Trichoderma arundinaceum,Triaru1,1370,36872412,505,270895,12408,26914.17,171,61935,627,15241,50.03,0,2,4
Trias1,Trichoderma asperellum,Trias1,419,37464610,1030,3824236,2604,89414.34,7,2128412,19,440067,47.31,1,4,7
Trias8904,Trichosporon asahii,Trias8904,193,25267041,2002,4348789,2794,130917.31,4,3223897,9,791071,58.95,0,0,0
Triasp1,Trichoderma asperelloides,Triasp1,2369,35388325,2002,200323,9679,14938.09,438,23671,1520,6828,48.45,0,8,5
Triat2,Trichoderma atroviride,Triat2,29,36143664,3162,5621775,1127681,1246333.24,6,2007903,15,1127681,49.75,0,7,7
Triatrob1,Trichoderma atrobrunneum,Triatrob1,847,39149368,400,552646,10816,46221.21,90,129299,300,37803,49.16,0,3,3
Tribi1,Trichodelitschia bisporula,Tribi1,44,25789561,1108,2035263,464445,586126.39,9,1060084,20,676687,56.23,0,0,0
Tribre1,Trichoderma brevicompactum,Tribre1,1404,37043576,493,279149,12661,26384.31,184,58500,658,14481,49.50,0,2,2
Trich1,Haglerozyma chiarellii,Trich1,7,24807191,224152,6086720,3915696,3543884.43,3,4452864,6,2607629,55.43,0,2,5
Trici4,Trichoderma citrinoviride,Trici4,533,33215161,1006,3293444,1617,62317.38,7,1846965,18,494621,52.31,0,7,8
Trieq1,Trichophyton equinum,Trieq1,125,24158205,1977,1215537,131030,193265.64,22,397011,71,115686,46.03,0,2,3
Trigam1,Trichoderma gamsii,Trigam1,381,37970415,1001,1198811,4970,99659.88,30,417961,100,106959,48.76,0,0,2
Trigu1,Trinosporium guianense,Trigu1,236,24228379,1090,605671,76214,102662.62,45,166395,136,62967,47.76,0,12,5
Trigue1,Pascua guehoae,Trigue1,2089,31643199,1000,173474,8345,15147.53,297,31408,1066,8077,58.90,0,6,4
Trigui1,Trichoderma guizhouense,Trigui1,63,38329450,1011,3566774,4734,608403.97,7,2414983,17,736146,49.56,0,3,2
Triha1,Trichoderma harzianum,Triha1,532,40980678,1013,4089932,3491,77031.35,7,2414909,29,235064,47.58,0,7,4
Triham1,Trichoderma hamatum,Triham1,745,38431721,1002,677867,11711,51586.20,64,179274,260,30757,48.51,0,2,7
Trihyb1,Trichophaea hybrida,Trihyb1,1794,144183925,1006,975765,47245,80370.08,282,152142,960,42556,44.89,0,1,6
Triin1,Trichophyton interdigitale,Triin1,956,22469575,1000,227051,7983,23503.74,120,58103,394,14064,47.95,0,11,9
Trilo3,Trichoderma longibrachiatum,Trilo3,130,32238325,1005,3300991,3621,247987.12,7,1606350,19,373609,51.25,0,5,7
Trima3,Tricholoma matsutake,Trima3,2546,175759688,1006,1315314,8154,69033.66,167,320875,636,53127,39.27,0,10,10
Trime1,Trichophyton mentagrophytes,Trime1,16543,24069386,45,571400,53,1454.96,84,81080,335,13799,48.08,0,194,194
Triol1,Cutaneotrichosporon oleaginosum,Triol1,180,19835558,1028,646641,69840,110197.54,29,216041,95,66953,60.74,0,3,3
Tripar1,Trichoderma parareesei,Tripar1,885,32070663,201,286837,23094,36238.04,149,68608,492,18691,53.47,0,7,7
Tripara1,Trichocoma paradoxa,Tripara1,14,90747983,1645,15965986,8666252,6481998.79,4,9429588,9,3026111,30.16,3,8,7
Tripe1,Trichomonascus petasosporus,Tripe1,79,14462715,1010,1682427,4523,183072.34,5,1232667,15,382856,47.12,0,0,1
Triple1,Trichoderma pleuroti,Triple1,2355,38137656,209,217045,5833,16194.33,259,41924,994,9156,49.60,0,5,8
Tripop1,Tricholoma populinum,Tripop1,496,136995582,3338,5298015,106658,276200.77,45,681880,251,105878,46.42,1,27,12
Trire_Chr,Trichoderma reesei,Trire_Chr,7,34922528,3823438,6835803,4556834,4988932.57,3,5311445,7,3823438,51.08,6,7,6
Triru1,Trichophyton rubrum,Triru1,35,22502330,2918,4087159,55048,642923.71,4,2156965,11,764112,47.45,0,0,3
Triso1,Trichophyton soudanense,Triso1,420,22854418,1015,596576,10073,54415.28,42,185334,139,41701,47.54,0,3,6
Trisp1,Tritirachium sp.,Trisp1,110,18890683,1048,2015224,2896,171733.48,7,967331,19,371675,39.47,0,0,1
Trito1,Trichophyton tonsurans,Trito1,111,22988586,2018,1196472,137824,207104.38,20,364603,56,137824,47.11,0,1,0
Triver1,Trichophyton verrucosum,Triver1,523,22540967,3503,265846,26263,43099.36,94,75556,315,20985,48.24,0,6,6
Trivi1,Trichophyton violaceum,Trivi1,261,23367123,200,4062027,345,89529.21,5,1335347,15,521834,46.98,0,2,5
TriviGv29_8_2,Trichoderma virens,TriviGv29_8_2,93,39022666,4407,3456807,35259,419598.56,8,1836662,23,328624,49.25,0,0,2
Tryvi1,Viridothelium virens,Tryvi1,730,32160005,1004,1027589,2660,44054.80,32,324419,110,56428,48.89,0,18,24
Tsuwi1,Cryptococcus wingfieldii,Tsuwi1,83,19969799,1133,1690844,84527,240599.99,11,606306,35,128037,53.20,0,0,0
Tubae1,Tuber aestivum,Tubae1,3244,144718305,1996,1945890,3433,44611.07,102,439042,383,56767,43.76,0,6,9
Tubbor1,Tuber borchii,Tubbor1,969,97184993,1058,735259,59259,100294.11,155,185215,500,53936,46.42,0,1,10
Tubbr1_1,Tuber brumale,Tubbr1_1,1475,171435277,926,1317635,32404,116227.31,160,336267,533,92174,43.51,0,8,9
Tubin1_1,Tuber indicum,Tubin1_1,734,110494569,1000,2089052,18349,150537.56,60,538733,223,130419,45.55,1,14,9
Tubma1,Tuber magnatum,Tubma1,1283,192781443,923,4855577,2076,150258.33,36,1810163,108,570991,39.96,0,2,1
Tubme1v2,Tuber melanosporum,Tubme1v2,398,124945702,3269,2785039,171429,313933.92,60,638970,208,158662,44.35,0,10,8
TyphTRa3160C_1,Typhula sp.,TyphTRa3160C_1,549,29484294,1012,898719,6526,53705.45,32,259345,132,42678,51.16,0,0,0
Umbelo1,Umbelopsis sp.,Umbelo1,38,24636683,1206,2628298,471957,648333.76,8,985416,24,306621,41.50,0,0,0
Umbisa1,Umbelopsis isabellina,Umbisa1,47,21826060,1037,2260220,343420,464384.26,9,846564,24,343420,41.98,0,0,0
Umbra1,Umbelopsis ramanniana,Umbra1,198,23077072,1005,879638,39433,116550.87,26,294116,76,88390,43.13,0,0,0
Umbsp_AD052_1,Umbelopsis sp. AD052,Umbsp_AD052_1,67,22504321,3605,1415545,212608,335885.39,12,657587,37,181508,43.07,0,1,0
Uncre1,Uncinocarpus reesii,Uncre1,44,22327935,394,7891746,1305,507453.07,2,5232914,5,2507206,48.29,0,3,2
Uroocc1,Urocystis occulta,Uroocc1,23,18574243,77111,2516813,519283,807575.78,5,1272291,17,485793,57.19,0,0,22
Uropr1,Urocystis primulicola,Uropr1,26,13824135,39352,1120009,541579,531697.50,9,619582,21,333783,54.10,0,0,17
Usnflo1,Usnea florida,Usnflo1,274,44323432,1003,1342268,27658,161764.35,29,502713,87,159390,42.71,0,11,4
Ustbr1,Ustilago bromivora,Ustbr1,23,20447485,283388,2105630,672989,889021.09,7,877262,19,579555,52.41,15,21,16
Ustgig1,Ustanciosporium gigantosporum,Ustgig1,20,20195449,8174,3087825,786612,1009772.45,4,2191529,12,630949,52.11,15,15,15
Usthor1,Ustilago hordei,Usthor1,713,21150702,512,542606,794,29664.38,30,307727,62,195875,49.65,0,0,1
Ustma2_2,Mycosarcoma maydis,Ustma2_2,27,19664388,2211,2476533,606072,728310.67,7,884984,19,552767,53.97,0,0,1
Ustsp1,Violaceomyces palustris,Ustsp1,1406,27323055,1000,121291,12454,19433.18,241,35154,791,9889,54.11,0,7,4
Ustvir1,Ustilaginoidea virens,Ustvir1,139,33567624,7912,1559860,117317,241493.70,20,529978,74,111349,51.31,0,1,9
Valla1,Valetoniellopsis laxa,Valla1,83,22125270,1340,1455034,156674,266569.52,14,603493,42,156674,52.46,0,1,0
Valma1,Valsa mali,Valma1,353,44725953,2004,5395810,3060,126702.42,6,3351076,16,550205,46.26,0,0,2
Vanpo1,Vanderwaltozyma polyspora,Vanpo1,281,14674591,2069,497159,23984,52222.74,38,126622,139,25325,33.00,0,2,3
Varmin1,Vararia minispora,Varmin1,1435,36812209,1000,441700,7954,25653.11,127,82576,586,11112,55.32,0,0,1
Vavcu1,Vavraia culicis,Vavcu1,379,6118689,501,243087,921,16144.30,21,94471,69,22540,39.20,0,4,2
Veneff1,Venturia effusa,Veneff1,20,45212240,584679,4119637,2471327,2260612.00,8,2472196,17,1626195,46.02,20,20,20
Venin1,Venturia inaequalis,Venin1,1012,55126144,2007,1140195,10848,54472.47,62,233760,391,16289,38.11,0,10,5
Venpi1,Venturia pyrina,Venpi1,364,40933314,2009,1704168,24031,112454.16,36,332167,129,81548,45.48,0,5,5
Veral1,Verticillium alfalfae,Veral1,26,32833495,5443,4782674,1180630,1262826.73,6,2315232,14,1129871,51.73,0,3,3
Verda1,Verticillium dahliae,Verda1,52,33828453,3843,2667998,499255,650547.17,9,1273651,26,499255,54.32,0,1,0
Veren1,Didymosphaeria enalia,Veren1,611,61207694,1080,1248052,37280,100176.26,65,254839,251,59909,39.02,0,4,3
Verga1,Verruconis gallopava,Verga1,367,31780469,1005,1367393,11467,86595.28,18,572008,81,49633,48.40,0,11,13
Verlo1,Verticillium longisporum,Verlo1,28081,99189222,100,1404863,167,3532.25,164,143924,2900,5174,40.20,0,23,29
Vitco1,Vittaforma corneae,Vitco1,220,3213516,501,368097,857,14606.89,9,114968,29,16366,35.74,0,3,1
Volvo1,Volvariella volvacea,Volvo1,62,35720033,2834,3951450,388382,576129.56,9,934702,31,388382,48.63,0,2,1
Walic1,Wallemia ichthyophaga,Walic1,82,9655632,1005,793587,5070,117751.61,9,436658,22,176029,45.20,0,3,3
Walse1,Wallemia mellicola,Walse1,56,9815586,2071,900750,114101,175278.32,9,337420,27,121297,39.94,1,9,10
Wesor1,Westerdykella ornata,Wesor1,94,26979746,1135,2756324,134240,287018.57,10,803790,41,167477,52.89,0,4,5
Wican1,Wickerhamomyces anomalus,Wican1,46,14145566,2037,3342607,4913,307512.30,3,2188197,7,911787,33.51,0,0,0
Wicdo1,Wickerhamiella domercqiae,Wicdo1,28,8431421,1075,2216102,2232,301122.18,3,980890,7,331198,48.71,0,0,0
Wicso1,Wickerhamiella sorbophila,Wicso1,21,8129113,1608,2869382,18582,387100.62,2,2571092,3,2369405,48.41,0,1,0
Wilmi1,Wilcoxina mikolae,Wilmi1,1604,117288895,1001,2669682,8635,73122.75,67,483225,350,42984,44.16,0,25,25
Wolco1,Wolfiporia cocos,Wolco1,348,50483556,2014,5105897,2784,145067.69,7,2538849,21,689189,49.85,2,14,14
Xanpa2,Xanthoria parietina,Xanpa2,39,31900637,2007,3929677,515995,817965.05,7,1731186,18,883276,49.73,7,13,15
Xenvag1,Xenasmatella vaga,Xenvag1,1275,64171080,1009,974519,9639,50330.26,90,185583,399,29292,49.43,0,1,3
Xerba1,Imleria badia,Xerba1,1390,38390415,1002,1233347,8267,27619.00,110,85316,548,13061,48.96,0,0,3
Xylhe1,Xylona heveae,Xylhe1,27,24337763,1216,3318606,661600,901398.63,5,1905886,12,777089,48.06,0,2,3
Xylhyp1,Xylaria hypoxylon,Xylhyp1,990,42850079,1000,945814,2530,43282.91,55,223051,214,40081,47.26,1,12,7
XylPMI506,Xylariales sp.,XylPMI506,26,51304718,85727,6932952,1799730,1973258.38,7,2635264,18,1061672,50.66,0,1,1
XylPMI703_1,Xylogone sp.,XylPMI703_1,28,50149085,3450,9083828,358361,1791038.75,3,8055043,9,1209669,45.03,0,0,0
Yarli1,Yarrowia lipolytica,Yarli1,6,20502981,2303261,4224103,3633272,3417163.50,3,3633272,6,2303261,49.05,0,0,0
Yarlip1,Yarrowia lipolytica,Yarlip1,38,20076540,1651,2441376,357943,528330.00,6,1124195,20,341752,49.04,0,0,0
Zalva1,Halenospora varia,Zalva1,108,55609683,1244,2872966,136741,514904.47,13,1676298,37,381343,46.54,0,0,19
Zancul2,Zancudomyces culisetae,Zancul2,1953,28637897,1005,386367,8667,14663.54,323,26438,1108,6825,35.39,0,7,8
Zasce1,Zasmidium cellare,Zasce1,267,38247703,1000,2323717,4238,143249.82,19,675253,56,175257,53.29,1,5,7
Zoorad1,Zoophthora radicans,Zoorad1,8662,655199646,1000,5688476,8882,75640.69,307,544305,1902,45761,31.87,1,34,26
Zoprh1,Zopfia rhizophila,Zoprh1,864,152781427,1000,5791380,3359,176830.36,29,1570826,107,308155,33.28,0,7,2
Zycmex1,Zychaea mexicana,Zycmex1,357,50638590,1204,1075157,70074,141844.79,49,307678,170,79239,42.11,0,0,0
Zyghe1_2,Zygoascus hellenicus,Zyghe1_2,11,12166546,1123,3767958,375219,1106049.64,2,3549412,4,1510580,43.60,0,0,0
Zyghet1,Mucor heterogamus,Zyghet1,1219,54487678,1088,909570,17837,44698.67,109,121138,624,17364,33.71,0,0,3
Zygro1,Zygosaccharomyces rouxii,Zygro1,7,9764635,881646,1865392,1464093,1394947.86,3,1496342,6,1114666,39.13,0,0,0
Zymar1,Zymoseptoria ardabiliae,Zymar1,868,31546591,1000,543762,7473,36344.00,71,126163,286,22806,52.83,0,8,5
Zymbr1,Zymoseptoria brevis,Zymbr1,6070,31914300,200,410248,258,5257.71,196,46571,845,6223,52.62,1,50,50
Zymps1,Zymoseptoria pseudotritici,Zymps1,1164,32658572,1000,314862,5066,28057.19,107,91924,386,18932,51.86,1,5,8
